Running with 213 features on 1630 methods
    42 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.WallpaperManagerService$MyPackageMonitor: void onReceive(android.content.Context,android.content.Intent)>')
    43 3:neithern 3:neithern       0,0.333,*0.667 ('<android.webkit.WebView: void <init>(android.content.Context,android.util.AttributeSet)>')
    44 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardParserImpl_V40: boolean parseItem()>')
    45 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.MessageListItem: void <init>(android.content.Context,android.util.AttributeSet)>')
    46 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.connectivity.Tethering$TetherInterfaceSM$InitialState: void exit()>')
    47 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$4: void onDownloadStart(java.lang.String,java.lang.String,java.lang.String,java.lang.String,long)>')
    48 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.AccessibilitySettings$ToggleAccessibilityServicePreferenceFragment: void onActivityCreated(android.os.Bundle)>')
    49 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.PhoneUtils: void turnOnSpeaker(android.content.Context,boolean,boolean)>')
    50 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.usb.UsbDeviceManager$UsbHandler: void updateState(java.lang.String)>')
    51 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.accounts.SyncSettings: void onCreate(android.os.Bundle)>')
    52 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.CallerInfoCache$CacheAsyncTask: void onCancelled(java.lang.Object)>')
    53 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardParserImpl_V21: boolean parseItem()>')
    54 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.tts.TextToSpeechSettings: void onCreate(android.os.Bundle)>')
    55 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.ContactPickerFragment: void onLoadFinished(android.content.Loader,java.lang.Object)>')
    56 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.calendar.month.MonthByWeekFragment: void onLoadFinished(android.content.Loader,java.lang.Object)>')
    57 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.PrivacySettings: void onResume()>')
    58 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.SecuritySettings: void onActivityResult(int,int,android.content.Intent)>')
    59 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$4: void onDownloadStart(java.lang.String,java.lang.String,java.lang.String,java.lang.String,long)>')
    60 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.interactions.ImportExportDialogFragment$2: void onClick(android.content.DialogInterface,int)>')
    61 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.ConnectivityService$FeatureUser: void binderDied()>')
    62 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.TransactionSafeActivity: boolean onSearchRequested()>')
    63 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.systemui.statusbar.policy.AutoRotateController: void onCheckedChanged(android.widget.CompoundButton,boolean)>')
    64 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.SlideListItemView: void startVideo()>')
    65 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
    66 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.CallerInfoCacheUpdateReceiver: void onReceive(android.content.Context,android.content.Intent)>')
    67 3:neithern 3:neithern       0.333,0,*0.667 ('<java.util.Collections$SingletonMap$1$1: java.lang.Object next()>')
    68 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.DTMFTwelveKeyDialerView: boolean dispatchKeyEvent(android.view.KeyEvent)>')
    69 3:neithern 3:neithern       0.333,0,*0.667 ('<android.net.wifi.WifiStateMachine$InitialState: void enter()>')
    70 3:neithern     2:sink   +   0,*0.667,0.333 ('<com.android.server.sip.SipService: void setRegistrationListener(java.lang.String,android.net.sip.ISipSessionListener)>')
    71 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.wifi.WifiSettingsForSetupWizardXL: void updateConnectionState(android.net.NetworkInfo$DetailedState)>')
    72 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.TransactionSafeActivity: boolean onSearchRequested()>')
    73 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.dialpad.DialpadFragment: boolean onLongClick(android.view.View)>')
    74 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.camera.ui.InLineSettingKnob$3: boolean onTouch(android.view.View,android.view.MotionEvent)>')
    75 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.widget.SettingsAppWidgetProvider$SettingsObserver: void onChange(boolean)>')
    76 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$3: void onCloseWindow(android.webkit.WebView)>')
    77 3:neithern 3:neithern       0,0.333,*0.667 ('<gov.nist.javax.sip.stack.SIPServerTransaction$TransactionTimer: void <init>(gov.nist.javax.sip.stack.SIPServerTransaction)>')
    78 3:neithern 3:neithern       0,0.333,*0.667 ('<android.net.sip.SipSession$Listener: void onCallTransferring(android.net.sip.SipSession,java.lang.String)>')
    79 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.inputmethod.latin.ExpandableBinaryDictionary$AsyncReloadDictionaryTask: void run()>')
    80 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.Parser: boolean parse()>')
    81 3:neithern 3:neithern       0,0.333,*0.667 ('<android.provider.Browser: boolean canClearHistory(android.content.ContentResolver)>')
    82 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.editor.LabeledEditorView: void notifyEditorListener()>')
    83 3:neithern   1:source   +   *0.667,0,0.333 ('<libcore.net.UriCodec: java.lang.String encode(java.lang.String,java.nio.charset.Charset)>')
    84 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.NonPhoneActivity: void onServiceCompleted(android.content.Intent)>')
    85 3:neithern 3:neithern       0.333,0,*0.667 ('<android.media.AudioService$ScoClient: void incCount()>')
    86 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.ChooseLockGeneric$ChooseLockGenericFragment: void onActivityCreated(android.os.Bundle)>')
    87 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.camera.ui.InLineSettingKnob$3: boolean onTouch(android.view.View,android.view.MotionEvent)>')
    88 3:neithern 3:neithern       0,0.333,*0.667 ('<android.content.ContextWrapper: void unregisterReceiver(android.content.BroadcastReceiver)>')
    89 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.model.AccountTypeManagerImpl$1: void run()>')
    90 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.mms.util.PduLoaderManager$PduTask$1: void run()>')
    91 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab: void <init>(com.android.browser.WebViewController,android.webkit.WebView)>')
    92 3:neithern 3:neithern       0.333,0,*0.667 ('<android.net.wifi.p2p.WifiP2pService$P2pStateMachine$GroupCreatingState: void exit()>')
    93 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.connectivity.Tethering$TetherMasterSM$TetherModeAliveState: void chooseUpstreamType(boolean)>')
    94 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.tts.TextToSpeechSettings: void onCreate(android.os.Bundle)>')
    95 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.DefaultContactBrowseListFragment: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
    96 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallScreen: void onBackPressed()>')
    97 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.WallpaperManagerService: void clearWallpaper()>')
    98 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.TransportControlView$1: void <init>(com.android.internal.widget.TransportControlView)>')
    99 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.tts.TextToSpeechSettings: void onCreate(android.os.Bundle)>')
   100 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.JoinContactListFragment: void onAttach(android.app.Activity)>')
   101 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.ContactBrowseListFragment: void setQueryString(java.lang.String,boolean)>')
   102 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.SnapshotTab: void onNewPicture(android.webkit.WebView,android.graphics.Picture)>')
   103 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.internal.telephony.gsm.GsmConnection: void cancelPostDial()>')
   104 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.WallpaperHandler: boolean onMenuItemClick(android.view.MenuItem)>')
   105 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
   106 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.effect.effects.AutoFixEffect: void apply(int,int,int,int)>')
   107 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.group.GroupBrowseListAdapter: void <init>(android.content.Context)>')
   108 3:neithern 3:neithern       0.333,0,*0.667 ('<android.nfc.tech.IsoDep: void close()>')
   109 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardParserImpl_V21: boolean parseItem()>')
   110 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.DTMFTwelveKeyDialerView: boolean dispatchKeyEvent(android.view.KeyEvent)>')
   111 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
     1     2:sink     2:sink       0,*0.667,0.333 ('<com.android.phone.RespondViaSmsManager$RespondViaSmsItemClickListener: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
     2     2:sink     2:sink       0,*0.667,0.333 ('<com.android.inputmethod.accessibility.AccessibilityEntityProvider: boolean performAction(int,int,android.os.Bundle)>')
     3     2:sink 3:neithern   +   0,0.333,*0.667 ('<com.android.internal.telephony.gsm.GsmDataConnection: void onConnect(com.android.internal.telephony.DataConnection$ConnectionParams)>')
     4     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.SMSDispatcher: void dispatch(android.content.Intent,java.lang.String)>')
     5     2:sink     2:sink       0,*0.667,0.333 ('<android.content.ContentService: void dump(java.io.FileDescriptor,java.lang.String[])>')
     6     2:sink     2:sink       0,*0.667,0.333 ('<com.android.server.am.BatteryStatsService: void setBatteryState(int,int,int,int,int,int)>')
     7     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.cdma.CdmaSMSDispatcher: int dispatchMessage(com.android.internal.telephony.SmsMessageBase)>')
     8     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.cdma.CdmaSMSDispatcher: int dispatchMessage(com.android.internal.telephony.SmsMessageBase)>')
     9     2:sink     2:sink       0,*0.667,0.333 ('<android.bluetooth.IBluetoothHeadset$Stub: boolean onTransact(int,android.os.Parcel,android.os.Parcel,int)>')
    10     2:sink 3:neithern   +   0,0.333,*0.667 ('<android.util.Slog: int v(java.lang.String,java.lang.String,java.lang.Throwable)>')
    11     2:sink     2:sink       0,*0.667,0.333 ('<android.accessibilityservice.AccessibilityService: void setWallpaper(android.graphics.Bitmap)>')
    12     2:sink     2:sink       0.333,*0.667,0 ('<android.view.IWindowSession$Stub: boolean onTransact(int,android.os.Parcel,android.os.Parcel,int)>')
    13     2:sink 3:neithern   +   0,0.333,*0.667 ('<android.util.Log: int v(java.lang.String,java.lang.String)>')
    14     2:sink     2:sink       0,*0.667,0.333 ('<com.android.providers.telephony.SmsProvider: android.net.Uri insert(android.net.Uri,android.content.ContentValues)>')
    15     2:sink     2:sink       0,*0.667,0.333 ('<com.android.server.connectivity.Tethering$TetherMasterSM$InitialState: boolean turnOnUpstreamMobileConnection(int)>')
    16     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.RIL: void setSmscAddress(java.lang.String,android.os.Message)>')
    17     2:sink     2:sink       0,*0.667,0.333 ('<com.android.inputmethod.accessibility.AccessibilityEntityProvider: boolean performAction(int,int,android.os.Bundle)>')
    18     2:sink     2:sink       0,*0.667,0.333 ('<android.media.effect.effects.BackDropperEffect: void apply(int,int,int,int)>')
    19     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.SMSDispatcher: void dispatch(android.content.Intent,java.lang.String,android.content.BroadcastReceiver)>')
    20     2:sink     2:sink       0,*0.667,0.333 ('<android.bluetooth.IBluetoothHeadset$Stub: boolean onTransact(int,android.os.Parcel,android.os.Parcel,int)>')
    21     2:sink     2:sink       0,*0.667,0.333 ('<com.android.phone.RespondViaSmsManager$RespondViaSmsItemClickListener: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
    22     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.gsm.GsmSMSDispatcher: void dispatch(android.content.Intent,java.lang.String,android.content.BroadcastReceiver)>')
    23     2:sink     2:sink       0,*0.667,0.333 ('<android.content.SyncManager$ActiveSyncContext: void onServiceConnected(android.content.ComponentName,android.os.IBinder)>')
    24     2:sink     2:sink       0,*0.667,0.333 ('<android.accounts.AccountAuthenticatorActivity: void setRequestedOrientation(int)>')
    25   1:source   1:source       *0.667,0,0.333 ('<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthToken(android.accounts.Account,java.lang.String,boolean,android.accounts.AccountManagerCallback,android.os.Handler)>')
    26   1:source   1:source       *0.667,0,0.333 ('<org.apache.harmony.xnet.provider.jsse.SSLInputStream: long readUint32()>')
    27   1:source   1:source       *0.667,0,0.333 ('<com.android.server.NetworkManagementService: android.net.NetworkStats getNetworkStatsTethering(java.lang.String[])>')
    28   1:source   1:source       *0.667,0,0.333 ('<com.android.systemui.statusbar.phone.PhoneStatusBar: com.android.systemui.statusbar.phone.PhoneStatusBarView makeStatusBarView()>')
    29   1:source   1:source       *0.667,0.333,0 ('<com.android.providers.settings.SettingsBackupAgent: void onRestoreFile(android.os.ParcelFileDescriptor,long,int,java.lang.String,java.lang.String,long,long)>')
    30   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.LegacyContactListAdapter: android.net.Uri getPersonUri(int)>')
    31   1:source   1:source       *0.667,0,0.333 ('<android.nfc.NdefRecord: int getByteLength()>')
    32   1:source   1:source       *0.667,0,0.333 ('<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>')
    33   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.JoinContactListAdapter: android.view.View getView(int,android.database.Cursor,int,android.view.View,android.view.ViewGroup)>')
    34   1:source   1:source       *0.667,0,0.333 ('<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getVoiceMailNumber()>')
    35   1:source   1:source       *0.667,0,0.333 ('<android.test.mock.MockContentResolver: android.content.SyncStatusInfo getSyncStatus(android.accounts.Account,java.lang.String)>')
    36   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.vcard.NfcImportVCardActivity$ImportTask: com.android.contacts.vcard.ImportRequest doInBackground(com.android.contacts.vcard.VCardService[])>')
    37   1:source   1:source       *0.667,0,0.333 ('<com.android.providers.contacts.CallLogProvider: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>')
    38 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$4: void onDownloadStart(java.lang.String,java.lang.String,java.lang.String,java.lang.String,long)>')
    39 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.ChooseLockGeneric$ChooseLockGenericFragment: void onActivityCreated(android.os.Bundle)>')
    40 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.sip.SipPhone: void queryTTYMode(android.os.Message)>')
    41 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    42 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.PhoneUtils: void turnOnSpeaker(android.content.Context,boolean,boolean)>')
    43 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.camera.VideoCamera: void onError(android.media.MediaRecorder,int,int)>')
    44 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    45 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.WallpaperManagerService: void clearWallpaper()>')
    46 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.interactions.ImportExportDialogFragment$2: void onClick(android.content.DialogInterface,int)>')
    47 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.effect.SingleFilterEffect: void apply(int,int,int,int)>')
    48 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.effect.effects.AutoFixEffect: void apply(int,int,int,int)>')
    49 3:neithern 3:neithern       0,0.333,*0.667 ('<android.content.SyncManager: void <init>(android.content.Context,boolean)>')
    50 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.connectivity.Tethering$TetherInterfaceSM$InitialState: void exit()>')
    51 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.group.GroupEditorFragment$3: android.content.CursorLoader onCreateLoader(int,android.os.Bundle)>')
    52 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.providers.calendar.CalendarAlarmManager: void acquireScheduleNextAlarmWakeLock()>')
    53 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    54 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.model.AccountTypeManagerImpl$1: void run()>')
    55 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finish()>')
    56 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.Use2GOnlyCheckBoxPreference: void <init>(android.content.Context,android.util.AttributeSet)>')
    57 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.util.AccountsListAdapter: void <init>(android.content.Context,com.android.contacts.util.AccountsListAdapter$AccountListFilter)>')
    58 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finishActivity(int)>')
    59 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
    60 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.BrowserHistoryPage$ClearHistoryTask: void run()>')
    61 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$4: void onDownloadStart(java.lang.String,java.lang.String,java.lang.String,java.lang.String,long)>')
    62 3:neithern 3:neithern       0,0.333,*0.667 ('<android.view.IWindowManager$Stub$Proxy: void exitKeyguardSecurely(android.view.IOnKeyguardExitResult)>')
    63 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.util.StreamItemEntry: void decodeHtml(android.content.Context)>')
    64 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.Parser: boolean parse()>')
    65 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.AccessibilitySettings$ToggleAccessibilityServicePreferenceFragment: void onActivityCreated(android.os.Bundle)>')
    66 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.ContactBrowseListFragment: void setQueryString(java.lang.String,boolean)>')
    67 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.effect.effects.CropEffect: void apply(int,int,int,int)>')
    68 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.Parser: boolean parse()>')
    69 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.accounts.SyncSettings: void onCreate(android.os.Bundle)>')
    70 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.AbstractSyncAdapter: void <init>(com.android.exchange.EasSyncService)>')
    71 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.internal.telephony.cdma.CDMAPhone: void rejectCall()>')
    72 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.DefaultContactBrowseListFragment: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
    73 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.systemui.statusbar.phone.PhoneStatusBar: void updateSearchPanel()>')
    74 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.am.ActivityManagerService: void wakingUp()>')
    75 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.test.ModelInterpreter: void <init>(java.net.InetSocketAddress)>')
    76 3:neithern 3:neithern       0.333,0,*0.667 ('<android.net.wifi.p2p.WifiP2pService$P2pStateMachine$GroupCreatingState: void exit()>')
    77 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.Controller: void onPause()>')
    78 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.group.GroupBrowseListAdapter: void <init>(android.content.Context)>')
    79 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.WifiService: android.os.Messenger getWifiServiceMessenger()>')
    80 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.util.Recycler: void deleteOldMessagesByThreadId(android.content.Context,long)>')
    81 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.phone.InCallScreen: void requestRemoveProviderInfoWithDelay()>')
    82 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
    83 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    84 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.connectivity.Tethering$TetherMasterSM$TetherModeAliveState: void chooseUpstreamType(boolean)>')
    85 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.vpn2.VpnSettings: void onActivityCreated(android.os.Bundle)>')
    86 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.JoinContactListFragment: void onAttach(android.app.Activity)>')
    87 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.gsm.GsmDataConnectionTracker: void doRecovery()>')
    88 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.util.Recycler$SmsRecycler: void deleteOldMessagesByThreadId(android.content.Context,long)>')
    89 3:neithern 3:neithern       0.333,0,*0.667 ('<android.widget.AbsListView: boolean isTextFilterEnabled()>')
    90 3:neithern     2:sink   +   0,*0.667,0.333 ('<android.bluetooth.BluetoothAdapter: boolean setName(java.lang.String)>')
    91 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.providers.telephony.SmsProvider: int delete(android.net.Uri,java.lang.String,java.lang.String[])>')
    92 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.DTMFTwelveKeyDialerView: boolean dispatchKeyEvent(android.view.KeyEvent)>')
    93 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.phone.InCallScreen: void requestRemoveProviderInfoWithDelay()>')
    94 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.mms.util.PduLoaderManager$PduTask$1: void run()>')
    95 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallScreen: void updateAfterRadioTechnologyChange()>')
    96 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.NonPhoneActivity: void onServiceCompleted(android.content.Intent)>')
    97 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.ConnectivityService$FeatureUser: void binderDied()>')
    98 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.Parser: boolean parse()>')
    99 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.effect.effects.CropEffect: void apply(int,int,int,int)>')
   100 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.bluetooth.BluetoothSettings: void onActivityCreated(android.os.Bundle)>')
   101 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.AttachmentEditor: boolean update(com.android.mms.data.WorkingMessage)>')
   102 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.DefaultContactBrowseListFragment: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
   103 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Controller: com.android.browser.Tab openTab(java.lang.String,boolean,boolean,boolean)>')
   104 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.inputmethod.keyboard.PointerTracker: void onRegisterKey(com.android.inputmethod.keyboard.Key)>')
   105 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.cdma.CDMALTEPhone: void queryCdmaRoamingPreference(android.os.Message)>')
   106 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.DefaultContactBrowseListFragment: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
   107 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$ConversationQueryHandler: void onDeleteComplete(int,java.lang.Object,int)>')
   108 3:neithern 3:neithern       0,0.333,*0.667 ('<android.net.sip.SipManager: void close(java.lang.String)>')
   109 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
   110 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.bluetooth.BluetoothSettings: void onActivityCreated(android.os.Bundle)>')
   111 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.calendar.EventInfoFragment: void showContactInfo(com.android.calendar.CalendarEventModel$Attendee,android.graphics.Rect)>')
     1     2:sink     2:sink       0,*0.667,0.333 ('<com.android.contacts.editor.EventFieldEditorView: void onFieldChanged(java.lang.String,java.lang.String)>')
     2     2:sink     2:sink       0,*0.667,0.333 ('<com.android.server.TelephonyRegistry: void notifyDataConnectionFailed(java.lang.String,java.lang.String)>')
     3     2:sink     2:sink       0,*0.667,0.333 ('<android.media.AudioService: void setMode(int,android.os.IBinder)>')
     4     2:sink     2:sink       0,*0.667,0.333 ('<android.net.IConnectivityManager$Stub$Proxy: boolean setRadios(boolean)>')
     5     2:sink 3:neithern   +   0,0.333,*0.667 ('<com.android.phone.PhoneUtils$2: void onClick(android.content.DialogInterface,int)>')
     6     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.PhoneBase: void setCdmaSubscription(int,android.os.Message)>')
     7     2:sink     2:sink       0,*0.667,0.333 ('<android.content.ContentService: void dump(java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[])>')
     8     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.SMSDispatcher: int processMessagePart(byte[],java.lang.String,int,int,int,long,int,boolean)>')
     9     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.PhoneBase: void restoreSavedNetworkSelection(android.os.Message)>')
    10     2:sink     2:sink       0,*0.667,0.333 ('<com.android.server.connectivity.Tethering$TetherMasterSM$InitialState: boolean turnOnUpstreamMobileConnection(int)>')
    11     2:sink     2:sink       0,*0.667,0.333 ('<com.android.contacts.editor.EventFieldEditorView: void onFieldChanged(java.lang.String,java.lang.String)>')
    12     2:sink     2:sink       0,*0.667,0.333 ('<android.bluetooth.IBluetoothHeadset$Stub: boolean onTransact(int,android.os.Parcel,android.os.Parcel,int)>')
    13     2:sink 3:neithern   +   0,0.333,*0.667 ('<com.android.deskclock.HandleSetAlarm: void onCreate(android.os.Bundle)>')
    14     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.sip.SipPhone: void setSmscAddress(java.lang.String,android.os.Message)>')
    15     2:sink     2:sink       0,*0.667,0.333 ('<com.android.contacts.editor.EventFieldEditorView: void onFieldChanged(java.lang.String,java.lang.String)>')
